start	end	text
3547360	3550960	And everyone just goes around my core team and just shares what was their weekly win.
3550960	3551120	Yeah.
3551120	3551600	It's huge.
3551600	3556320	I love that. I sometimes start my beginning of the week staff meetings with like, how was your
3556320	3561680	weekend? Just tell us something that happened personal. You know, I also find sometimes we get into
3561680	3565840	all the details without getting to know one another. Yeah. You know, and I find a lot,
3566880	3571280	a lot of times teams don't work well. They can work better together when they're a little bit
3571280	3575120	more personal with one another. And it may, it doesn't have to be deep. It could just be like,
3575120	3579600	hey, what did you do? Some people will say, I went on a hike. I, you know, went to my kid's game
3579600	3584960	or, you know, I went, I traveled somewhere or binge watched a show and we're all like, what show?
3584960	3588560	What's your favorite show or something? And we just get to learn something a little bit more
3588560	3594960	personal about the individual. And then it's less about, oh, did you hand in that PRD or something?
3594960	3597200	Right. It's just, it's more personal. Yeah.
3597200	3602800	And I think, and by you just doing your wins every week, you know, how I just, I love that.
3602800	3608000	Yeah. I think about it as very simple. I think about it like this, like you're going to spend
3608000	3609920	a third of your life at work. Yeah.
3610640	3612880	Learn to get along with your colleagues. Yeah.
3612880	3618160	Learn to build relationships with the people you spend nine hours a day with.
3618160	3622960	You're going to spend a third of your life with these people. You should actually really get
3622960	3627520	to know them. You should be able to laugh with them. It would be wonderful if you could open your
3627520	3632960	heart with them. When we kind of go, well, work's this thing over here and I save all of that for
3632960	3639360	home. You're basically saying that 30% of your life, you'll never experience joy. You'll never
3639360	3644080	experience connection. And I don't think that's the world we want anymore. I think we need a world
3644080	3648240	where work can be meaningful and thoughtful and purposeful. And again, going back to what you
3648240	3651200	said, it's not that it will ever be stress free. That's right.
3651200	3655920	It's not that it's ever going to be perfect or this utopia or this beautiful place where
3655920	3661280	everything's amazing. But I think one of the things we don't realize is that a lack of productivity
3661280	3663360	stems from a lack of trust. Yeah.
3663360	3668960	When you have trust and you have interpersonal connection, things move faster. People are not
3668960	3674720	gatekeeping. No one's trying to be a bottleneck. No one's looking out for how they can be top dog.
3674720	3677360	There's this feeling of we're all going to win together. And I think
3678080	3684400	if leaders can start to figure out what that culture is, then people will achieve so much more
3684400	3689840	and they'll be happier. I think, you know, one of my, I would hate to be at the top of a hill with the
3689840	3694720	team and three people like gave up along the way. Two people told me they never want to come back.
3694720	3695440	That's right.
3695440	3700400	It's in it. I was, I was going to ask you, you've had so much business success before Calm, you're
3700400	3706400	now at Calm. Like walk us through how your views have changed of recharging and recharging your team.
3706400	3710160	It's, it's, it's actually really interesting. I used to be one of the youngest execs in the room,
3710160	3715840	and now I'm the oldest person in the room. I think when I was younger,
3715840	3723120	I felt that I had to be in every decision process. And that's a little bit of like,
3723120	3728320	oh, I'm productive because I got my hands in everything. And it was probably the opposite.
3728320	3733280	I was probably causing more stress and less productivity on a person. And I realized that
3733280	3740160	later that it's, it's not the number of meetings or decisions you're making. It's not the quantity.
3740160	3744240	It's the quality of those decisions. And I keep going back always the quality of decision making.
3744240	3746800	What is a quality decision? Let's, let's define that.
3746800	3747920	Yeah, that's great. Yeah.
3747920	3753360	So like it's, it's things that you feel that where you sit could move the, for me,
3753360	3757840	could move the business forward in the most meaningful manner. So sometimes it could be
3757840	3762720	helping teams unlock a product decision. Sometimes it could be helping teams with
3763360	3768560	things that partnerships that may move it forward. Other times it may mean things around culture or HR,
3769200	3773040	but it's really being intentional in terms of the types of decisions you're making and where
3773040	3778480	you're spending your time. It's not being in every decision with everybody because ultimately
3779040	3785360	they have to make decisions too. One thing we've been doing now that I feel that has really brought
3785360	3791280	the company closer together is, uh, we did this retreat where it wasn't just a leadership team.
3791280	3796320	We brought many different people together. And I said, you guys come up with the company strategy.
3796320	3802960	And they were like, and this woman, uh, they were like, what? And I'm like, they're like, don't you
3802960	3809440	have it? My younger self would have been like, here it is. I was like, no, you do it. And I'll tell
3809440	3816880	you, it was so much better than what I was thinking. And it just reminded me again, you hire all these
3816880	3822800	smart people. You take all these time vetting them, doing reference checks, let them do their job.
3822800	3829040	Give them a chance. If it was a sports analogy to shoot the ball, give them a chance to play.
3829040	3833920	You know, don't feel like you're keeping them on the bench the whole time and you have to do
3833920	3840960	everything and give them a shot. And I, I do that a lot more now. I'm much more intentional with it.
3840960	3846320	Now. It was great. We rolled it out to the company at that offsite you were at. People came away and said
3846320	3851680	it was the most inspiring offsite. And they were like, that was great. I said, I didn't do it.
3851680	3857920	They did it. It came from the team. And I think it felt so much more meaningful to them because it
3857920	3863280	came from them and it was so much more spot on. And we, and, and really what it was around was
3863840	3867920	we've talked about trying to make the world healthier and happier. We've tried, we've talked
3867920	3871680	about as a company, trying to be with you every step of the way in your mental health journey.
3872240	3876080	And this was really around how to become, how do we become the most impactful
3876880	3882160	consumer mental health company in the world? And when I sat back and said,
3882720	3888240	that's what we want to become. And the team had kind of been the one synthesizing it.
3889120	3893760	Then everyone started mobilizing against it on their own. And I, and I, and they had thought
3893760	3898640	about things that I had never even thought about because I'm just too far sometimes away from the
3898640	3906640	details. And then now I've, I've seen us accelerate and I know that motion and muscle can be repeated.
3907280	3910000	Right. And you can bring it to other companies, regardless of size.
3910560	3914320	And I think sometimes as companies get larger and I've had the fortune of starting my own company
3914320	3919520	where it's like three of us, and then it grows to 30, whatever, 300 and then to thousands.
3920160	3924640	And then I've had the fortune of joining companies later where it's thousands and it becomes hundreds of
3924640	3931760	thousands. Ultimately that culture is your bedrock, you know, whether or not how many people you stack
3931760	3936800	on top of it, what you start to set as your foundation will percolate amongst the entire company.
3937760	3942880	And if you don't do that the right way, and if you're not thought, then you may not get the results
3942880	3947440	that you're happy with. Right. And you may create more stressful environments that you just unintentionally
3947440	3953040	didn't think about. And that's where I really appreciate about when leaders come around,
3953040	3957040	they talk about being more thoughtful in their decision-making process, being more vulnerable,
3957040	3962720	being more open, really thinking about employees' mental health, but then not just talking about it,
3962720	3964960	but then really acting upon it. Totally.
3964960	3971120	And if you can do that a little bit year after year, right, you can really create a special culture.
3971120	3975920	And I think they'll do special things. Absolutely. David, it's been such a joy talking to you
3975920	3981760	today. I really enjoyed our dialogue around recharging and, you know, I'm so grateful for
3981760	3989920	the work you're doing at Calm because I remember being an analyst at Accenture and I was tasked...
3989920	3993360	I'm sure you were really good. I was okay. I was tasked with
3994000	3999200	teaching meditation in my spare time and mindfulness in my spare time at the company. And I would travel
3999200	4005280	around and I would do lunchtime sessions and after work sessions and I couldn't scale myself.
4005280	4011360	But now thanks to Calm, not only am I able to scale myself to more people, but we're able to
4011360	4017280	introduce people to so many amazing hosts and narrators that we have on Calm. And I think inside
4017280	4022640	an organization, you no longer need someone running around the organization physically,
4023200	4027040	trying to serve lots of people. You actually have the ability for everyone to tune in.
4027760	4033360	And we end every On Purpose episode with a final five. These questions have to be answered in one
4033360	4039760	word to one sentence maximum. So David Koh, these are your final five. The first question is,
4039760	4044000	what is the best recharge advice you've ever heard in your life?
4044000	4053440	To be more present. I recognize at times that I've been there, but not really. And so you are,
4053440	4058560	you do so good at this where you're just so present, whether it's one person or hundreds or thousands,
4058560	4063600	I've seen it. I've been in your auditoriums where you've traveled and everyone feels your presence.
4064240	4064960	And so presence.
4064960	4070400	I like that answer. Not the part about me, you're very kind, but the, uh, because I don't think we
4070400	4075440	realize how draining it is when you're not present. And you gave that great analogy earlier, when you
4075440	4081760	have lots of tabs and apps open, that's when we drain our battery. And so so many of us are draining our
4081760	4085520	battery by thinking, oh, I'm here right now with David, but actually if my mind's over there,
4085520	4089600	I'll get more done. And you're actually depleting your battery. So it's a great answer.
4089600	4095360	Uh, second question. What is the worst advice you've ever heard about recharging yourself?
4097280	4102480	Sorry, mom. Cause she's going to be listening and watching. Uh, and my mom, I love my mom. So
4102480	4106640	I'm going to start by that. And she's giving me lots of great advice, but this probably was the
4106640	4112400	worst advice she gave me as a child, which was to power through. And it's not about powering through.
4112400	4118160	It's really about powering up and she didn't know, you know, but you know, mom, I think it was not
4118160	4122800	about powering through. Question number three, what's your three favorite ways to power up?
4123520	4130400	So I have rituals like you and my rituals in the morning. Uh, when I wake up, I don't look at my
4130400	4138080	phone right away. I actually go downstairs. I start the coffee. I open the window and, uh, I walk
4138080	4143440	outside and I take three breaths. And it's been something I've been very intentional about doing.
4143440	4147520	If I'm traveling, I try to open the window, you know, wherever it may be, if you're an apartment or
4147520	4156080	something, that process starts to center me. The second I do is I do a lot of walking meetings.
4156080	4161600	And so I'm a big fan of like trying to break things up that helped me reach her. So people
4161600	4167440	give me energy. I would say going outside, breathing people give me energy. And then lastly,
4167440	4173280	I think similar to yourself, I love to exercise as well. And I've become a lot better at keeping a
4173280	4177760	steady schedule around it. And even someone said this to me the other day, they said, do something
4177760	4183520	every day. Right. And, and I'm like, great. I'm gonna do something every day. And I'm gonna be
4183520	4188640	really intentional about it and just keep at it. Uh, some days I'll go to the gym. Sometimes I'll do
4188640	4193680	something at home. It'd be really quick. Um, but exercise as well. I love that. Question number four,
4193680	4200400	what are your three favorite ways to power down? I turn everything off, meaning the following.
4200960	4205600	So it won't be just putting my phone and turning it over. Cause I don't think sometimes that's enough.
4206320	4212080	I'll just be like, you know what? I'm kind of done. I wanted to ask you earlier, because I'm curious
4213520	4218880	if you had a day and you didn't use your phone, social media, what does that day look like for you?
4218880	4225040	Those are the best days. It doesn't happen very often. I've definitely tried really hard. One
4225040	4228720	thing I've really focused on is when me and my wife are together in the evening for dinner. And
4228720	4233280	then if we are watching a show or something is not bringing the phone to those two things,
4233280	4237360	because I found myself a lot of the time, like finishing off last emails, messaging while we're
4237360	4242000	having dinner. And then when you're watching a show, you're distracted. And then you watch your
4242000	4247440	partner get distracted. And then you're like mad at them for getting distracted. But then when they
4247440	4250480	put their phone down, you've got yours up and they're mad at you for getting distracted. And
4250480	4255120	I was like, what are we doing here? And I was starting to notice just my attention span just
4255760	4262320	dropping. I've noticed that a lot in the last 12 months, more than any time before. And I've
4262320	4267200	realized so much of it is because of just the speed of consumption. So now it's not even that we're
4267200	4273680	consuming a lot. We're consuming a lot at a really fast rate. And so you're just making it easier for
4273680	4280800	your mind to get two seconds of everything. And so for me, I try and make my weekends very phone
4280800	4286960	free because weekdays I am on my phone. I've also found that even when I'm with my team, if I can
4286960	4291920	have my laptop in the room, but my laptop's not connected to messaging apps, and then my phone's
4291920	4296960	not in the room, I actually find I'm better with my team. So I can still do email. I can still do work
4296960	4302400	on my laptop, but it's not wired up to WhatsApp. It's not wired up to text message. I don't need
4302400	4307520	it. And so I've been trying to leave my phone actually out of my hand when I'm not traveling.
4307520	4313040	If I'm going out for work or driving, of course I need my phone. But if I'm in the office, I don't
4313040	4318960	need my phone on me in meetings or in between meetings actually. And all of this is stuff I'm
4318960	4323600	still working on too, because I find myself go through ups and downs with it. There are times when
4323600	4328000	I'm brilliant at it. I also follow you. I don't keep my phone in my bedroom. Don't look at it
4328000	4332880	first thing in the morning. But I also have days where I break that completely when I'm traveling.
4332880	4338640	And so I don't want to make anyone feel like I've got it down or perfect because I haven't.
4338640	4342960	And I think it's almost like peaks and troughs. There's always a good day and a bad week and
4342960	4345600	a good week and a bad day. Yeah. Yeah. That's great. That's brilliant.
4345600	4346880	I love that. Just being honest. Yeah.
4347760	4352720	Fifth and final question to David Coe. If you could create one law that everyone in the world had to
4352720	4358720	follow, what would it be? Kids have to go to gym five days and they know there's physical exercise.
4358720	4364400	And it's just kind of like, it's just understood. Why can't we take some of that time for children
4364400	4369200	to also better understand their own mental health and to teach them about their mental health?
4369200	4373280	Because we know so much of this starts early, just like it started with myself at 14.
4373280	4379360	If I had that vocabulary at 14, I probably would have developed better kind of healthy behaviors at 14
4379360	4384960	and did that as I turned into a young adult. So I would love to take a little bit of time.
4384960	4389120	It doesn't have to be all the time. It could be carve outs, maybe once, twice, three times a week,
4389840	4394960	where we educate our children and check up on them on their mental health or their battery and ask
4394960	4399200	them the question. I love that. What a great law. That would have a big impact on the world.
4399200	4404880	The book is called Recharge. We've got interviews with everyone from Randall Park to Macklemore.
4404880	4410400	It's a brilliant book. So fascinating. I love the format. I love the format. The format's
4410400	4416720	fantastic. Like you sat down with experts, with rappers, with rebels, innovators, thought leaders,
4416720	4421040	and you put together this beautiful book called Recharge. David, I'm so grateful that you put it
4421040	4424880	together. I'm so grateful we connected. Yeah. And thank you for taking the time,
4424880	4430720	having me here. Thank you for talking about the book. It's something I'm so proud of. I hope
4430720	4435200	people, people get some, you know, really get something out of it. We talked to a lot of
4435200	4440640	different folks, like you said, uh, like Randall, who's, you know, you know as well, and many other
4440640	4447760	folks there, uh, Delilah, and they just talked about so many amazing things. And I, um, I was really
4447760	4452960	touched by talking to each and every one of them. I was honored to hear their stories and it just made
4452960	4457360	me a better person. It also has helped me in my mental health journey, and I hope it helps some other
4457360	4460960	people as well. David, thank you so much. Is there anything I didn't ask you that you really
4460960	4465040	want to touch on something that's on your heart or mind that's calling for you to share? I'd love
4465040	4471200	for you to share it. You never asked me how my battery is. How's your battery? I would tell you
4471200	4475760	my battery is at a hundred, over a hundred percent, because I got to spend time with you.
4475760	4482800	Oh, you're too kind. No, no. And I'll tell you, conversations like this just recharge and energize me.
4483440	4487840	I love the fact that we got to sit. I love the fact that I got to know you personally and
4487840	4493520	professionally. I'm so grateful for our friendship, your mentorship, your words of wisdom. I know how
4493520	4499600	many millions of people you affect every day. I mean, over 50 million people, the entire employee
4499600	4507200	base of calm, uh, really just, uh, I can't tell you the impact you've made both, uh, on us on a
4507200	4510640	personal and professional front. So thank you. I want to ask you, how's your battery?
4510640	4514800	Do you know what? And I'm not just saying this because you're here and I, and I really do mean
4514800	4520880	it. You've recharged my battery too. Like this conversation is, I'd say before you came in today,
4521600	4523280	I was probably at like a 60. Yeah.
4523280	4527440	Yeah. I've had a lot of social events in the past couple of weeks. Just we had Diwali,
4527440	4533040	which is our beautiful festival every year. We had, there was just so much going on and all good
4533040	4535040	stuff, all stuff I wanted to go to. Yeah.
4535040	4541360	Yeah. But I'm very disciplined about my sleep all year round. And at this time of year, I kind of let
4541360	4546560	go a little bit because there are so many wonderful events that I get invited to. And so I've been
4546560	4553280	feeling a bit, and as soon as you came in, you took me from a 60 to a 95 easily. And honestly,
4553280	4558560	it's this conversation because it felt so real, so authentic, so genuine. I felt like, again, you were
4558560	4562720	really present. And I think that's what we don't realize when you're present with someone, you're charging
4562720	4570080	them up while you're being charged. And that's such a superpower that often we think, oh, if I'm
4570080	4575360	charging someone else off, I'm losing energy. But that's not true. If you're charging someone else
4575360	4581040	up by being present, you're getting charged up and so are they. And we've both felt that today.
4581040	4588240	And I genuinely felt that today. And honestly, Calm has just been such a brilliant partner. It's the
4588240	4593040	team I love working with every day, whether it's the content team, the team that we work with in
4593040	4599200	the studio, the team that I get to see once a year, the leadership. Everyone walks the talk there.
4599200	4604960	And it's so impressive to me. Thank you. Because I felt it from the moment I started doing Zooms and
4604960	4609680	meetings with everyone at Calm. And it's remarkable what you're all doing. And I can't wait to be a part
4609680	4614880	of the future. So congratulations. And it's just the beginning. I think we're just getting started.
4614880	4618160	I appreciate it. Thank you, Jay. Thank you, David. Thanks for having me on again. Thank you so much.
4618800	4624320	If this year you're trying to live longer, live happier, live healthier, go and check out my
4624320	4631040	conversation with the world's biggest longevity doctor, Peter Attia, on how to slow down aging and
4631040	4635760	why your emotional health is directly impacting your physical health.
4635760	4641520	Acknowledge that there is surprisingly little known about the relationship between nutrition
4641520	4645120	and health. And people are going to be shocked to hear that because I think most people think the
4645120	4654880	exact opposite.
4654880	4656880	You
